ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207536_s_at	0.243	0.002787	3.340112	-1.978	0.1448014	TNFRSF9	TNF receptor superfamily member 9
220967_s_at	0.243	0.002789	3.339744	-1.978	0.1771919	ZNF696	zinc finger protein 696
204485_s_at	0.243	0.002811	3.336561	-1.983	0.1333178	TOM1L1	target of myb1 like 1 membrane trafficking protein
210926_at	0.243	0.002823	3.334801	-1.986	0.2698421	POTEKP	POTE ankyrin domain family member K, pseudogene
220839_at	0.243	0.002831	3.33368	-1.987	0.3499267	METTL5	methyltransferase like 5
215868_x_at	0.243	0.002838	3.332637	-1.989	0.2247962		
202776_at	0.243	0.002857	-3.329838	-1.993	-0.2557742	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
210373_at	0.243	0.002945	3.317395	-2.012	0.3036592	NPRL2	NPR2-like, GATOR1 complex subunit
221801_x_at	0.243	0.002966	3.314447	-2.017	0.264248	NEFL	neurofilament, light polypeptide
205299_s_at	0.243	0.002968	3.31418	-2.017	0.1276406	BTN2A2	butyrophilin subfamily 2 member A2
81737_at	0.243	0.00297	3.313825	-2.018	0.3289995	LOC100505915	uncharacterized LOC100505915
215590_x_at	0.243	0.003001	3.309626	-2.024	0.104972	ACVR2B-AS1	ACVR2B antisense RNA 1
211514_at	0.243	0.00317	3.286979	-2.058	0.1984197	DSTYK	dual serine/threonine and tyrosine protein kinase
220022_at	0.243	0.003187	3.284786	-2.062	0.2118068	ZNF334	zinc finger protein 334
89948_at	0.243	0.003227	3.279583	-2.069	0.1208881	PCIF1	PDX1 C-terminal inhibiting factor 1
215554_at	0.243	0.003263	3.275002	-2.076	0.1644824	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
221156_x_at	0.243	0.003297	3.270761	-2.083	0.1467501	CCPG1	cell cycle progression 1
216822_x_at	0.243	0.003338	3.265617	-2.091	0.2814107		
217164_at	0.243	0.003385	3.259909	-2.099	0.1648623		
200974_at	0.243	0.003388	3.259433	-2.1	1.0198973	ACTA2	actin, alpha 2, smooth muscle, aorta
213963_s_at	0.243	0.003425	3.254989	-2.107	0.1808451	SAP30	Sin3A associated protein 30
221316_at	0.243	0.003446	3.252473	-2.111	0.0834593	CATSPERG	cation channel sperm associated auxiliary subunit gamma
220788_s_at	0.243	0.003556	3.23948	-2.13	0.3477927	RNF31///IRF9	ring finger protein 31///interferon regulatory factor 9
219009_at	0.243	0.003649	3.228736	-2.147	0.1459331	C14orf93	chromosome 14 open reading frame 93
207857_at	0.243	0.003672	3.226128	-2.15	0.2619079	LILRA2	leukocyte immunoglobulin like receptor A2
214963_at	0.243	0.003688	3.224324	-2.153	0.1975598	NUP160	nucleoporin 160
217186_at	0.243	0.003807	3.211116	-2.173	0.1595369	ZNF259P1	zinc finger protein 259 pseudogene 1
213920_at	0.243	0.003839	3.207683	-2.178	0.5100547	CUX2	cut like homeobox 2
222202_at	0.243	0.003961	3.19469	-2.198	0.2005052		
215049_x_at	0.243	0.003977	3.192979	-2.201	0.0836798	CD163	CD163 molecule
217967_s_at	0.243	0.003994	3.191203	-2.203	0.1263077	FAM129A	family with sequence similarity 129 member A
220666_at	0.243	0.004107	3.179628	-2.221	0.2279695		
206271_at	0.243	0.004132	3.177049	-2.225	0.1571051	TLR3	toll like receptor 3
217443_at	0.243	0.00417	3.173238	-2.23	0.2922552	LOC101927792	uncharacterized LOC101927792
215703_at	0.243	0.004179	3.172379	-2.232	0.2535077	CFTR	cystic fibrosis transmembrane conductance regulator
201852_x_at	0.243	0.004226	3.167701	-2.239	0.1093794	COL3A1	collagen type III alpha 1 chain
204184_s_at	0.243	0.004309	-3.159521	-2.251	-0.494995	GRK3	G protein-coupled receptor kinase 3
205234_at	0.243	0.004332	3.157296	-2.254	0.2100383	SLC16A4	solute carrier family 16 member 4
216002_at	0.243	0.00434	3.156616	-2.255	0.1129617		
216917_s_at	0.243	0.004346	3.156004	-2.256	0.2747366	SYCP1	synaptonemal complex protein 1
207955_at	0.243	0.004362	3.154498	-2.259	0.1759242	CCL27	C-C motif chemokine ligand 27
221604_s_at	0.243	0.004371	3.153573	-2.26	0.3096336	PEX16	peroxisomal biogenesis factor 16
41660_at	0.243	0.004467	3.144494	-2.274	0.1623552	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
207717_s_at	0.243	0.004493	3.142103	-2.277	0.1476002	PKP2	plakophilin 2
216201_at	0.243	0.004502	3.141297	-2.278	0.1244764		
215861_at	0.243	0.004504	3.141097	-2.279	0.1910799	LOC101927770	uncharacterized LOC101927770
219455_at	0.243	0.004512	3.140383	-2.28	0.0915136	CFAP69	cilia and flagella associated protein 69
217601_at	0.243	0.004562	3.135751	-2.287	0.1044272	NUP188	nucleoporin 188
210516_at	0.243	0.004579	3.134201	-2.289	0.1813073	FAM120A	family with sequence similarity 120A
216353_s_at	0.243	0.004581	3.13395	-2.289	0.221765		
202938_x_at	0.243	0.004601	3.132199	-2.292	0.1060335	RRP7BP///RRP7A	ribosomal RNA processing 7 homolog B, pseudogene///ribosomal RNA processing 7 homolog A
216378_at	0.243	0.004615	3.130918	-2.294	0.3641242		
91826_at	0.243	0.004685	3.124615	-2.304	0.1399599	EPS8L1	EPS8 like 1
222242_s_at	0.243	0.004729	3.120718	-2.309	0.0797468	KLK5	kallikrein related peptidase 5
215796_at	0.243	0.004754	3.118449	-2.313	0.1730813		
222196_at	0.243	0.004773	3.116809	-2.315	0.2801042	LOC389906	zinc finger protein 839 pseudogene
210598_at	0.243	0.004796	3.114828	-2.318	0.1271543		
215930_s_at	0.243	0.004856	3.109625	-2.326	0.3430363	CTAGE5	CTAGE family member 5, ER export factor
205768_s_at	0.243	0.004941	3.102331	-2.337	0.2052045	SLC27A2	solute carrier family 27 member 2
214814_at	0.243	0.004979	3.099112	-2.342	0.3012878	YTHDC1	YTH domain containing 1
213703_at	0.243	0.004997	3.097608	-2.344	0.3932857	LINC00342	long intergenic non-protein coding RNA 342
204940_at	0.243	0.005	3.097342	-2.344	0.3761653	PLN	phospholamban
219681_s_at	0.243	0.005021	3.095556	-2.347	0.1249396	RAB11FIP1	RAB11 family interacting protein 1
215730_at	0.243	0.005126	3.086908	-2.36	0.2141513	VGLL1	vestigial like family member 1
217523_at	0.243	0.005158	3.084315	-2.364	0.2095566	CD44	CD44 molecule (Indian blood group)
205976_at	0.243	0.005209	3.080157	-2.37	0.1551905	FASTKD2	FAST kinase domains 2
64408_s_at	0.243	0.005276	3.074784	-2.378	0.2841662	CALML4	calmodulin like 4
215786_at	0.243	0.00532	3.071279	-2.384	0.1408144		
201250_s_at	0.243	0.00539	-3.065807	-2.392	-0.2928843	SLC2A1	solute carrier family 2 member 1
203969_at	0.243	0.00545	3.061147	-2.399	0.289407	PEX3	peroxisomal biogenesis factor 3
206928_at	0.243	0.005516	3.056033	-2.406	0.1447894	ZNF124	zinc finger protein 124
217316_at	0.243	0.005544	3.053944	-2.409	0.1487969	OR7A10	olfactory receptor family 7 subfamily A member 10
216754_at	0.243	0.005546	3.053761	-2.41	0.1383258		
207345_at	0.243	0.005622	3.048011	-2.418	0.1784275	FST	follistatin
207927_at	0.243	0.005644	3.046392	-2.421	0.1250837	HTR7	5-hydroxytryptamine receptor 7
209097_s_at	0.243	0.005661	3.04513	-2.423	0.2974803	JAG1	jagged 1
215514_at	0.243	0.005778	3.036464	-2.436	0.3661366		
218861_at	0.243	0.005788	3.035754	-2.437	0.1730971	RNF25	ring finger protein 25
222370_x_at	0.243	0.005825	3.033097	-2.441	0.0911843		
222055_at	0.243	0.005837	3.03223	-2.442	0.1001144	FAHD2CP///FAHD2B///FAHD2A	fumarylacetoacetate hydrolase domain containing 2C, pseudogene///fumarylacetoacetate hydrolase domain containing 2B///fumarylacetoacetate hydrolase domain containing 2A
206633_at	0.243	0.005841	3.031907	-2.442	0.0771451	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit
218737_at	0.243	0.005842	3.031859	-2.442	0.3073266	SBNO1	strawberry notch homolog 1
221593_s_at	0.243	0.005867	3.030041	-2.445	0.4651029	RPL31	ribosomal protein L31
217555_at	0.243	0.005889	3.028454	-2.448	0.25356	SMC1A	structural maintenance of chromosomes 1A
205565_s_at	0.243	0.005905	3.027294	-2.449	0.2678936	FXN	frataxin
215336_at	0.243	0.005908	3.027087	-2.45	0.1933652	AKAP11	A-kinase anchoring protein 11
200718_s_at	0.243	0.005934	3.025237	-2.452	0.1352948	SKP1	S-phase kinase-associated protein 1
202636_at	0.243	0.005973	-3.022496	-2.456	-0.2286828	RNF103	ring finger protein 103
216348_at	0.243	0.005989	3.021379	-2.458	0.2989631		
208084_at	0.243	0.005991	3.021182	-2.458	0.1218427	LOC100505984///ITGB6	uncharacterized LOC100505984///integrin subunit beta 6
211872_s_at	0.243	0.006031	3.01838	-2.463	0.0857745	RGS11	regulator of G-protein signaling 11
219904_at	0.243	0.006079	3.015075	-2.468	0.0932427	ZSCAN5A	zinc finger and SCAN domain containing 5A
221120_at	0.243	0.006136	3.011094	-2.473	0.2244069		
206975_at	0.243	0.006147	3.010317	-2.475	0.09104	LTA	lymphotoxin alpha
217426_at	0.243	0.006212	3.005886	-2.481	0.1180875		
209925_at	0.243	0.006267	3.002171	-2.487	0.1441005	OCLN	occludin
207962_at	0.243	0.006376	2.994826	-2.498	0.0987247	CAPN11	calpain 11
207961_x_at	0.243	0.006396	2.993553	-2.5	0.8520491	MYH11	myosin heavy chain 11
214962_s_at	0.243	0.006411	2.992552	-2.501	0.1728496	NUP160	nucleoporin 160
214603_at	0.243	0.006415	2.992282	-2.501	0.2170772	MAGEA2B///MAGEA2	MAGE family member A2B///MAGE family member A2
214059_at	0.243	0.006422	2.991789	-2.502	0.1244124	IFI44	interferon induced protein 44
206962_x_at	0.243	0.006452	2.989833	-2.505	0.1410651		
37802_r_at	0.243	0.006472	2.988516	-2.507	0.2715167	FAM63B	family with sequence similarity 63 member B
215921_at	0.243	0.006493	2.987131	-2.509	0.112787	NPIPA5///NPIPB6///NPIPB8///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
215393_s_at	0.243	0.006509	2.98613	-2.511	0.1063522	COBLL1	cordon-bleu WH2 repeat protein like 1
207318_s_at	0.243	0.006529	-2.984794	-2.513	-0.5104086	CDK13	cyclin dependent kinase 13
221782_at	0.243	0.006535	2.984445	-2.513	0.3831148	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
220278_at	0.243	0.006543	2.983921	-2.514	0.0923219	KDM4D	lysine demethylase 4D
208289_s_at	0.243	0.006545	2.983772	-2.514	0.3219215	EI24	EI24, autophagy associated transmembrane protein
208401_s_at	0.243	0.006549	2.983512	-2.515	0.1631541	GLP1R	glucagon like peptide 1 receptor
203170_at	0.243	0.006645	2.977316	-2.524	0.3509668	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
215350_at	0.243	0.006692	2.974318	-2.528	0.1919176	SYNE1	spectrin repeat containing nuclear envelope protein 1
204244_s_at	0.243	0.006694	2.974208	-2.528	0.1961476	DBF4	DBF4 zinc finger
218894_s_at	0.243	0.00682	2.966308	-2.54	0.1511714	MAGOHB	mago homolog B, exon junction complex core component
208202_s_at	0.243	0.00684	2.965072	-2.542	0.1366746	JADE2	jade family PHD finger 2
211324_s_at	0.243	0.006846	2.964672	-2.543	0.2358025	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
206214_at	0.243	0.006964	2.957427	-2.553	0.1091059	PLA2G7	phospholipase A2 group VII
214712_at	0.243	0.006973	2.95684	-2.554	0.2007637	SNX29P2	sorting nexin 29 pseudogene 2
204254_s_at	0.243	0.00698	2.956452	-2.555	0.2525508	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
220164_s_at	0.243	0.007027	2.953558	-2.559	0.1306145	FBXO40	F-box protein 40
210769_at	0.243	0.00706	2.951573	-2.562	0.1406849	CNGB1	cyclic nucleotide gated channel beta 1
213226_at	0.243	0.007079	2.950454	-2.564	0.1272581	CCNA2	cyclin A2
210035_s_at	0.243	0.007163	2.945394	-2.571	0.17561	SNORA66///RPL5///SNORD21	small nucleolar RNA, H/ACA box 66///ribosomal protein L5///small nucleolar RNA, C/D box 21
213949_s_at	0.243	0.007171	2.944946	-2.572	0.0898781	DOHH	deoxyhypusine hydroxylase/monooxygenase
208275_x_at	0.243	0.007217	2.942202	-2.576	0.0885927	UTF1	undifferentiated embryonic cell transcription factor 1
216424_at	0.243	0.007219	2.942118	-2.576	0.1005858	CD4	CD4 molecule
207252_at	0.243	0.007233	2.941301	-2.577	0.1763412	INE1	inactivation escape 1 (non-protein coding)
222347_at	0.243	0.007248	2.940374	-2.579	0.222444		
222312_s_at	0.243	0.007312	2.93667	-2.584	0.1724825		
205959_at	0.243	0.007318	2.936294	-2.585	0.121649	MMP13	matrix metallopeptidase 13
217255_at	0.243	0.007329	2.935681	-2.585	0.1109268		
207046_at	0.243	0.007332	2.935501	-2.586	0.1064787	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
218833_at	0.243	0.007333	2.93543	-2.586	0.1214834	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
214566_at	0.243	0.007348	2.934557	-2.587	0.1648907	SMR3A	submaxillary gland androgen regulated protein 3A
216556_x_at	0.243	0.00736	2.933845	-2.588	0.1848797		
214557_at	0.243	0.007382	2.932567	-2.59	0.142465	PTTG2	pituitary tumor-transforming 2
209156_s_at	0.243	0.007395	2.931863	-2.591	0.0741041	COL6A2	collagen type VI alpha 2 chain
215559_at	0.243	0.00741	2.930971	-2.592	0.1165447	LOC101930322///ABCC6	multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
210703_at	0.243	0.007425	2.930113	-2.594	0.2205548		
218994_s_at	0.243	0.007433	2.929661	-2.594	0.1039342	STAG3L4	stromal antigen 3-like 4 (pseudogene)
219115_s_at	0.243	0.00744	2.929225	-2.595	0.0975214	IL20RA	interleukin 20 receptor subunit alpha
217589_at	0.243	0.007459	2.928179	-2.597	0.1718636	RAB40A	RAB40A, member RAS oncogene family
216325_x_at	0.243	0.007488	2.926517	-2.599	0.0773911	RTEL1-TNFRSF6B///RTEL1	RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1
217017_at	0.243	0.007501	2.925783	-2.6	0.0811759	OSBPL10	oxysterol binding protein like 10
211912_at	0.243	0.007503	2.925669	-2.6	0.0920853	MERTK	MER proto-oncogene, tyrosine kinase
205213_at	0.243	0.007534	2.923884	-2.603	0.0898677	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
217142_at	0.243	0.007536	2.923803	-2.603	0.1054504		
214012_at	0.243	0.007541	2.923488	-2.604	0.235995	ERAP1	endoplasmic reticulum aminopeptidase 1
220669_at	0.243	0.007557	2.922605	-2.605	0.1337429	OTUD4	OTU deubiquitinase 4
217531_at	0.243	0.007584	2.92108	-2.607	0.1294064		
212422_at	0.243	0.007609	2.919682	-2.609	0.2280541	PDCD11	programmed cell death 11
216674_at	0.243	0.007633	2.918327	-2.611	0.1016308	HES2	hes family bHLH transcription factor 2
220095_at	0.243	0.007641	2.917889	-2.612	0.0787426	CNTLN	centlein
209309_at	0.243	0.007641	2.917847	-2.612	0.3005576	AZGP1	alpha-2-glycoprotein 1, zinc-binding
215146_s_at	0.243	0.007666	2.916494	-2.614	0.1529626	TTC28	tetratricopeptide repeat domain 28
216823_at	0.243	0.007687	2.915284	-2.616	0.1873632	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
219853_at	0.243	0.007717	2.913647	-2.618	0.1030829	FKRP	fukutin related protein
201744_s_at	0.243	0.007737	2.912529	-2.62	0.2454863	LUM	lumican
216737_at	0.243	0.00774	2.912396	-2.62	0.245119		
216706_x_at	0.243	0.00774	2.912356	-2.62	0.2258052	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
216278_at	0.243	0.00776	2.911251	-2.622	0.1721856		
205523_at	0.243	0.007795	2.909359	-2.624	0.2848345	HAPLN1	hyaluronan and proteoglycan link protein 1
212667_at	0.243	0.007836	2.907102	-2.628	0.4844324	SPARC	secreted protein acidic and cysteine rich
220860_at	0.243	0.007847	2.90648	-2.629	0.1358117	PURG	purine rich element binding protein G
213732_at	0.243	0.007889	2.904219	-2.632	0.0762485	TCF3	transcription factor 3
211642_at	0.243	0.007938	2.901576	-2.636	0.14548		
221954_at	0.243	0.007946	-2.901154	-2.637	-0.5628008	OSER1	oxidative stress responsive serine rich 1
206472_s_at	0.243	0.008019	2.897231	-2.642	0.1007328	TLE3	transducin like enhancer of split 3
210077_s_at	0.243	0.008072	2.89439	-2.646	0.1807952	SRSF5	serine and arginine rich splicing factor 5
215904_at	0.243	0.008078	2.894076	-2.647	0.1666672	AFDN	afadin, adherens junction formation factor
204779_s_at	0.243	0.008084	2.893791	-2.647	0.1699099	HOXB7	homeobox B7
207813_s_at	0.243	0.008117	2.892021	-2.65	0.1466137	FDXR	ferredoxin reductase
206910_x_at	0.243	0.008125	2.891623	-2.651	0.129011	CFHR2	complement factor H related 2
214777_at	0.243	0.008127	2.891479	-2.651	0.1158208	IGKC	immunoglobulin kappa constant
211730_s_at	0.243	0.008139	2.890877	-2.652	0.2825631	POLR2L	RNA polymerase II subunit L
220859_at	0.243	0.00816	2.889751	-2.653	0.3263805		
211057_at	0.243	0.008171	2.889178	-2.654	0.0837458	ROR1	receptor tyrosine kinase like orphan receptor 1
209689_at	0.243	0.008177	2.88885	-2.655	0.201343	CCDC93	coiled-coil domain containing 93
216832_at	0.243	0.008193	2.888041	-2.656	0.1314681	RUNX1T1	RUNX1 translocation partner 1
219975_x_at	0.243	0.008196	2.887899	-2.656	0.088226	OLAH	oleoyl-ACP hydrolase
208339_at	0.243	0.008205	2.887394	-2.657	0.2040332	XKRY2///XKRY	XK related, Y-linked 2///XK related, Y-linked
207267_s_at	0.243	0.008215	2.886855	-2.658	0.1632036	RIPPLY3	ripply transcriptional repressor 3
213984_at	0.243	0.008234	2.885871	-2.659	0.2196269	PDS5A	PDS5 cohesin associated factor A
219925_at	0.243	0.008255	2.884777	-2.661	0.1838411	ZMYM6	zinc finger MYM-type containing 6
217975_at	0.243	0.008256	-2.884756	-2.661	-0.3694975	TCEAL9	transcription elongation factor A like 9
206311_s_at	0.243	0.008281	2.883458	-2.663	0.142818	PLA2G1B	phospholipase A2 group IB
53076_at	0.243	0.008286	2.883175	-2.663	0.2927079	B4GALT7	beta-1,4-galactosyltransferase 7
219082_at	0.243	0.008331	2.880861	-2.666	0.0798681	CEMP1///AMDHD2	cementum protein 1///amidohydrolase domain containing 2
213068_at	0.243	0.008345	2.880142	-2.667	0.1033419	DPT	dermatopontin
203913_s_at	0.243	0.008371	2.878832	-2.669	0.1823509	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
220936_s_at	0.243	0.008381	2.878294	-2.67	0.1746872	H2AFJ	H2A histone family member J
214698_at	0.243	0.008386	2.87807	-2.671	0.3762529	PTBP3	polypyrimidine tract binding protein 3
217517_x_at	0.243	0.008416	2.876518	-2.673	0.1212575	SRPK2	SRSF protein kinase 2
210772_at	0.243	0.008469	2.873814	-2.677	0.1742239	FPR2	formyl peptide receptor 2
209534_x_at	0.243	0.008473	-2.873613	-2.677	-0.4890863	AKAP13	A-kinase anchoring protein 13
203850_s_at	0.243	0.00851	2.871749	-2.68	0.1844581	KIF1A	kinesin family member 1A
210455_at	0.243	0.00852	2.871223	-2.681	0.105677	R3HCC1L	R3H domain and coiled-coil containing 1 like
215853_at	0.243	0.008539	2.870265	-2.682	0.0999582		
220216_at	0.243	0.008544	2.870038	-2.682	0.2511029	C8orf44	chromosome 8 open reading frame 44
219280_at	0.243	0.008563	2.86909	-2.684	0.2896568	BRWD1	bromodomain and WD repeat domain containing 1
207503_at	0.243	0.008577	2.868369	-2.685	0.1557128	TCP10	t-complex 10
207477_at	0.243	0.008607	2.866903	-2.687	0.1604459	PRO2958	uncharacterized LOC100128329
207201_s_at	0.243	0.00861	2.866735	-2.687	0.1671846	SLC22A1	solute carrier family 22 member 1
210173_at	0.243	0.008647	2.864911	-2.69	0.1352604	PTPRJ	protein tyrosine phosphatase, receptor type J
220326_s_at	0.243	0.008662	2.86413	-2.691	0.087619	ARHGEF40	Rho guanine nucleotide exchange factor 40
215120_s_at	0.243	0.008676	2.863446	-2.692	0.1173945	SAMD4A	sterile alpha motif domain containing 4A
206065_s_at	0.243	0.008691	2.862731	-2.693	0.0754446	DPYS	dihydropyrimidinase
203523_at	0.243	0.008693	2.862624	-2.693	0.2107002	LSP1	lymphocyte-specific protein 1
209847_at	0.243	0.008707	2.861894	-2.694	0.1270954	CDH17	cadherin 17
219667_s_at	0.243	0.008708	2.861878	-2.694	0.1264177	BANK1	B-cell scaffold protein with ankyrin repeats 1
215722_s_at	0.243	0.008711	2.861707	-2.695	0.2874896	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
206815_at	0.243	0.008832	2.855786	-2.703	0.3230986	SPAG8	sperm associated antigen 8
207109_at	0.243	0.00884	2.855397	-2.704	0.2007117	POU2F3	POU class 2 homeobox 3
208295_x_at	0.243	0.008842	2.855308	-2.704	0.0978114	CSHL1	chorionic somatomammotropin hormone like 1
202035_s_at	0.243	0.008844	2.855219	-2.704	0.1155118	SFRP1	secreted frizzled related protein 1
215197_at	0.243	0.008873	2.853791	-2.706	0.2004394		
218174_s_at	0.243	0.008879	2.853513	-2.707	0.2368361	TMEM254	transmembrane protein 254
206759_at	0.243	0.008882	2.853385	-2.707	0.0973046	FCER2	Fc fragment of IgE receptor II
211721_s_at	0.243	0.008887	2.85312	-2.707	0.3202849	ZNF551	zinc finger protein 551
216280_s_at	0.243	0.008889	2.853044	-2.707	0.1520036	DICER1	dicer 1, ribonuclease III
214858_at	0.243	0.008899	2.852561	-2.708	0.1961281	PP14571	uncharacterized LOC100130449
210571_s_at	0.243	0.008926	2.851243	-2.71	0.1028499	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
207860_at	0.243	0.008941	2.850508	-2.711	0.1042615	NCR1	natural cytotoxicity triggering receptor 1
219775_s_at	0.243	0.008961	2.849563	-2.712	0.4739143	CPLX3	complexin 3
215330_at	0.243	0.008975	2.848896	-2.713	0.1648866		
209246_at	0.243	0.008979	2.848709	-2.714	0.0887134	ABCF2	ATP binding cassette subfamily F member 2
206795_at	0.243	0.008981	2.848596	-2.714	0.1913231	F2RL2	coagulation factor II thrombin receptor like 2
216027_at	0.243	0.008995	2.847911	-2.715	0.10162	TMX4	thioredoxin related transmembrane protein 4
206519_x_at	0.243	0.009019	2.846771	-2.717	0.2607838	SIGLEC6	sialic acid binding Ig like lectin 6
207611_at	0.243	0.009053	2.845172	-2.719	0.0789879	HIST1H2BL	histone cluster 1, H2bl
64371_at	0.243	0.009067	2.844474	-2.72	0.1408292	SUGP2	SURP and G-patch domain containing 2
219457_s_at	0.243	0.009084	2.84366	-2.721	0.1136376	RIN3	Ras and Rab interactor 3
222187_x_at	0.243	0.00911	2.842443	-2.723	0.1442385	G3BP1	G3BP stress granule assembly factor 1
219905_at	0.243	0.00911	2.842428	-2.723	0.1202208	ERMAP	erythroblast membrane associated protein (Scianna blood group)
217607_x_at	0.243	0.009119	2.842014	-2.723	0.1420596	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
207261_at	0.243	0.009125	2.841726	-2.724	0.0983987	CNGA3	cyclic nucleotide gated channel alpha 3
207160_at	0.243	0.00914	2.841031	-2.725	0.1008158	IL12A	interleukin 12A
208265_at	0.243	0.00914	2.84103	-2.725	0.1841513	C2orf83	chromosome 2 open reading frame 83
218978_s_at	0.243	0.009152	2.840481	-2.726	0.1331807	SLC25A37	solute carrier family 25 member 37
210218_s_at	0.243	0.009189	2.838714	-2.728	0.1603044	SP100	SP100 nuclear antigen
220220_at	0.243	0.00919	2.838687	-2.728	0.1501214	LRRC37A2///LRRC37A4P	leucine rich repeat containing 37 member A2///leucine rich repeat containing 37 member A4, pseudogene
203474_at	0.243	0.00919	2.83867	-2.728	0.1315886	IQGAP2	IQ motif containing GTPase activating protein 2
219955_at	0.243	0.009198	2.838323	-2.729	0.1211897	L1TD1	LINE1 type transposase domain containing 1
209952_s_at	0.243	0.009206	2.83794	-2.729	0.1213778	MAP2K7	mitogen-activated protein kinase kinase 7
217111_at	0.243	0.009231	2.83676	-2.731	0.1408342	AMACR	alpha-methylacyl-CoA racemase
221961_at	0.243	0.009296	2.833753	-2.736	0.2504157	CLCN7	chloride voltage-gated channel 7
