ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
35192_at	0.999	0.0095085	2.794328	-4.02	0.6832815	GLDC	glycine decarboxylase
160032_at	0.999	0.0096214	2.789369	-4.02	0.7863258	IL6R	interleukin 6 receptor
41670_at	0.999	0.0099802	-2.773963	-4.02	-0.6154666	DESI1	desumoylating isopeptidase 1
31919_at	0.999	0.0100265	-2.772015	-4.02	-1.1523491	GPR171	G protein-coupled receptor 171
40619_at	0.999	0.0101627	-2.76633	-4.03	-0.3723708	UBE2S	ubiquitin conjugating enzyme E2 S
35997_g_at	0.999	0.0101636	-2.76629	-4.03	-0.6259761		
400_at	0.999	0.010181	-2.765571	-4.03	-0.805124	PDX1	pancreatic and duodenal homeobox 1
301_at	0.999	0.0102177	-2.764054	-4.03	-0.6632696	LOC100508689	mucin
36961_at	0.999	0.0103745	2.757626	-4.03	0.2905467	LETMD1	LETM1 domain containing 1
750_at	0.999	0.0107932	2.740905	-4.04	1.5002955	TRHR	thyrotropin releasing hormone receptor
39593_at	0.999	0.0109797	2.73365	-4.04	1.0903877	FGL2	fibrinogen like 2
34233_i_at	0.999	0.0110939	-2.729266	-4.04	-1.3263341	NKTR	natural killer cell triggering receptor
40210_at	0.999	0.0112902	2.721827	-4.04	0.5038048	RAB13	RAB13, member RAS oncogene family
39011_at	0.999	0.0113271	-2.720442	-4.04	-0.4977479	ENSA	endosulfine alpha
34820_at	0.999	0.0116308	2.709203	-4.05	0.3921388	PTN	pleiotrophin
34519_at	0.999	0.0117313	-2.705544	-4.05	-0.8319847	NPR3	natriuretic peptide receptor 3
35977_at	0.999	0.0121605	2.690244	-4.06	1.5252197	DKK1	dickkopf WNT signaling pathway inhibitor 1
36413_at	0.999	0.0122332	-2.687701	-4.06	-0.6551362	P2RY10	purinergic receptor P2Y10
33555_at	0.999	0.0122555	-2.686924	-4.06	-0.6455166	LILRA4	leukocyte immunoglobulin like receptor A4
37518_at	0.999	0.0122701	-2.686416	-4.06	-0.9014381	NUFIP1	NUFIP1, FMR1 interacting protein 1
41565_at	0.999	0.0125014	-2.678446	-4.06	-0.3671662	ATXN2L	ataxin 2 like
1941_at	0.999	0.0125281	-2.677535	-4.06	-0.9667341	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
41713_at	0.999	0.0127683	2.669418	-4.06	0.3982745	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
34127_at	0.999	0.0127782	-2.669085	-4.06	-0.9255338	SLC22A13	solute carrier family 22 member 13
41070_r_at	0.999	0.012818	-2.667755	-4.07	-0.702956	MTERF1	mitochondrial transcription termination factor 1
38047_at	0.999	0.0128288	2.667395	-4.07	1.0112155	RBPMS	RNA binding protein with multiple splicing
34161_at	0.999	0.012861	-2.666324	-4.07	-0.4636436	LPO	lactoperoxidase
32200_at	0.999	0.0129411	-2.663667	-4.07	-1.0850834	ACPP	acid phosphatase, prostate
1577_at	0.999	0.0131324	2.657382	-4.07	0.8459066	AR	androgen receptor
33887_at	0.999	0.0132812	-2.652554	-4.07	-0.3034975	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
38347_at	0.999	0.0134128	2.648323	-4.07	1.2199838	ELP4	elongator acetyltransferase complex subunit 4
41543_at	0.999	0.013634	2.641302	-4.08	0.6918156	AFF3	AF4/FMR2 family member 3
41608_at	0.999	0.0137184	-2.638649	-4.08	-1.1225336	CRHBP	corticotropin releasing hormone binding protein
1012_at	0.999	0.0137829	2.636635	-4.08	1.1142076	KAT2B	lysine acetyltransferase 2B
34146_at	0.999	0.0137865	-2.636522	-4.08	-0.7931717	OGG1	8-oxoguanine DNA glycosylase
32536_at	0.999	0.0138903	-2.633295	-4.08	-0.3694914	EBP	emopamil binding protein (sterol isomerase)
41680_at	0.999	0.0140012	2.629875	-4.08	0.854472	TTC39A	tetratricopeptide repeat domain 39A
1607_at	0.999	0.014329	-2.619909	-4.08	-0.6667171	CDKN2B	cyclin dependent kinase inhibitor 2B
31644_at	0.999	0.0144443	-2.616453	-4.09	-0.7135767	CCL27	C-C motif chemokine ligand 27
34596_at	0.999	0.0146262	2.611055	-4.09	1.0040739	CSN3	casein kappa
1479_g_at	0.999	0.0146455	-2.610486	-4.09	-1.3165114	ITK	IL2 inducible T-cell kinase
31928_at	0.999	0.0147898	2.606255	-4.09	1.0740054	FGF6	fibroblast growth factor 6
39257_at	0.999	0.0148107	2.605644	-4.09	0.9970168	KLF12	Kruppel like factor 12
37052_at	0.999	0.0148722	2.603853	-4.09	0.8538931	DGKG	diacylglycerol kinase gamma
36723_at	0.999	0.0149008	-2.603025	-4.09	-1.1924729	HNF4A	hepatocyte nuclear factor 4 alpha
34119_at	0.999	0.0151363	-2.596242	-4.09	-0.650812	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
35992_at	0.999	0.0151702	-2.595275	-4.09	-0.4342428	MSC	musculin
39987_at	0.999	0.0152063	-2.594246	-4.09	-1.3441202	FBXL4	F-box and leucine rich repeat protein 4
40230_at	0.999	0.015238	-2.593345	-4.09	-0.7967904	FRZB	frizzled-related protein
34079_at	0.999	0.0155461	-2.584676	-4.1	-0.5543805	INE1	inactivation escape 1 (non-protein coding)
37085_g_at	0.999	0.0155792	-2.583755	-4.1	-0.7508437	LYZL6	lysozyme like 6
385_at	0.999	0.0156981	-2.580458	-4.1	-0.4927987	CTRL	chymotrypsin like
36450_at	0.999	0.0157501	-2.579024	-4.1	-0.6420854	PYY	peptide YY
35148_at	0.999	0.0158312	2.576795	-4.1	0.8817152	TJP3	tight junction protein 3
34384_at	0.999	0.0158884	2.57523	-4.1	0.4692255	ABCC1	ATP binding cassette subfamily C member 1
33407_at	0.999	0.016028	2.57143	-4.1	0.4286219	DIP2C	disco interacting protein 2 homolog C
34437_at	0.999	0.016029	2.571403	-4.1	1.0588045	TULP2	tubby like protein 2
34086_at	0.999	0.0162318	2.565939	-4.11	0.4775344	S1PR2	sphingosine-1-phosphate receptor 2
37802_r_at	0.999	0.0162357	2.565836	-4.11	0.8024513	FAM63B	family with sequence similarity 63 member B
33790_at	0.999	0.0162372	-2.565794	-4.11	-0.853048	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
38883_at	0.999	0.0162544	2.565334	-4.11	0.6810113		
38595_r_at	0.999	0.0162836	-2.564553	-4.11	-0.418472	CEP170B	centrosomal protein 170B
32031_at	0.999	0.0163458	-2.562897	-4.11	-0.3814424	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
1904_at	0.999	0.0164932	2.558989	-4.11	0.6061138	MYCBP	MYC binding protein
31569_at	0.999	0.0165911	-2.556412	-4.11	-0.4626445	SLC1A7	solute carrier family 1 member 7
33758_f_at	0.999	0.0166861	-2.553926	-4.11	-0.6350278	PSG11	pregnancy specific beta-1-glycoprotein 11
34121_at	0.999	0.0171406	-2.54221	-4.11	-1.1025069		
34611_at	0.999	0.0171429	2.542151	-4.11	1.3611562	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
1559_at	0.999	0.0173091	-2.537937	-4.12	-0.7459625	PAK2	p21 (RAC1) activated kinase 2
35595_at	0.999	0.0173225	-2.5376	-4.12	-0.5189861	CRCP	CGRP receptor component
38785_at	0.999	0.0173342	-2.537305	-4.12	-0.5130026	MUC1	mucin 1, cell surface associated
34416_at	0.999	0.0173847	-2.536034	-4.12	-1.0934499	CBL	Cbl proto-oncogene
35685_at	0.999	0.017428	-2.534946	-4.12	-0.2804192	RING1	ring finger protein 1
35940_at	0.999	0.017504	-2.533044	-4.12	-1.0759916	POU4F1	POU class 4 homeobox 1
41289_at	0.999	0.0177168	-2.527761	-4.12	-0.3093986	NCAM1	neural cell adhesion molecule 1
41599_at	0.999	0.0177484	-2.526981	-4.12	-1.1327601	GATA6	GATA binding protein 6
34465_at	0.999	0.0178805	-2.523736	-4.12	-1.0649672	RS1	retinoschisin 1
477_at	0.999	0.0179763	-2.521394	-4.12	-0.5739085	IRF5	interferon regulatory factor 5
33721_at	0.999	0.0179797	2.521311	-4.12	1.3739604	ABCC2	ATP binding cassette subfamily C member 2
36002_at	0.999	0.018024	2.520235	-4.12	0.2546933	TRAPPC8	trafficking protein particle complex 8
39613_at	0.999	0.0180852	2.518749	-4.12	0.890392	MAN1A1	mannosidase alpha class 1A member 1
1651_at	0.999	0.0181571	2.51701	-4.12	0.7770946	UBE2C	ubiquitin conjugating enzyme E2 C
35031_r_at	0.999	0.0181803	-2.516449	-4.12	-1.2314614	FRMPD4	FERM and PDZ domain containing 4
32327_at	0.999	0.0182338	2.51516	-4.13	0.9605779	POU3F2	POU class 3 homeobox 2
36796_at	0.999	0.0183061	-2.513426	-4.13	-0.7599383	SPN	sialophorin
35260_at	0.999	0.0184235	2.510621	-4.13	0.2956654	MLXIP	MLX interacting protein
36143_at	0.999	0.01872	2.503612	-4.13	0.3633193	CASP3	caspase 3
33026_at	0.999	0.0188205	-2.501259	-4.13	-1.0450038		
39668_at	0.999	0.018857	-2.500406	-4.13	-1.0625595	TFAP2B	transcription factor AP-2 beta
40491_at	0.999	0.0189426	-2.498416	-4.13	-0.8399526	ARID4B	AT-rich interaction domain 4B
34807_at	0.999	0.0189591	-2.498033	-4.13	-1.0923326	GLRX3	glutaredoxin 3
39888_at	0.999	0.0189815	-2.497514	-4.13	-0.8526454	B4GALT5	beta-1,4-galactosyltransferase 5
31621_s_at	0.999	0.0191898	-2.492711	-4.13	-0.4160063	ELN	elastin
36920_at	0.999	0.0193859	2.488234	-4.14	0.492846	MTM1	myotubularin 1
33023_at	0.999	0.0193935	2.488061	-4.14	1.1446171	HIST1H2AM	histone cluster 1, H2am
1200_at	0.999	0.0194556	-2.486654	-4.14	-0.6286859	GLI2	GLI family zinc finger 2
39182_at	0.999	0.0196108	2.48315	-4.14	0.6192702	EMP3	epithelial membrane protein 3
31636_s_at	0.999	0.0197783	2.4794	-4.14	0.613451	SLC18A3	solute carrier family 18 member A3
38554_at	0.999	0.0198436	2.477944	-4.14	0.8375754	BCAP29	B-cell receptor-associated protein 29
34007_at	0.999	0.0198832	-2.477066	-4.14	-0.7828232	GRM8	glutamate metabotropic receptor 8
41819_at	0.999	0.0199904	-2.47469	-4.14	-1.2774692	FYB	FYN binding protein
37436_at	0.999	0.0199975	-2.474534	-4.14	-1.0197003	SMCP	sperm mitochondria associated cysteine rich protein
32103_at	0.999	0.0200454	-2.473478	-4.14	-0.6688467	SERPINF2	serpin family F member 2
37853_at	0.999	0.0200983	-2.472315	-4.14	-0.3040893	UCN	urocortin
34954_r_at	0.999	0.0201316	2.471582	-4.14	1.2213199	PDE5A	phosphodiesterase 5A
40442_f_at	0.999	0.020296	-2.467987	-4.14	-0.6467199	SERBP1	SERPINE1 mRNA binding protein 1
34137_at	0.999	0.0203153	-2.467569	-4.14	-0.7975327	OR2H1	olfactory receptor family 2 subfamily H member 1
41042_r_at	0.999	0.0203279	-2.467294	-4.14	-0.4101225	MYO7A	myosin VIIA
35972_at	0.999	0.0205307	-2.462903	-4.15	-0.3094284	RNASEH2B	ribonuclease H2 subunit B
38447_at	0.999	0.0205606	-2.462258	-4.15	-0.3321503	GRK2	G protein-coupled receptor kinase 2
39274_at	0.999	0.0206472	-2.460398	-4.15	-0.2796149	NUP62	nucleoporin 62
287_at	0.999	0.0208525	2.456016	-4.15	1.0294592	ATF3	activating transcription factor 3
31525_s_at	0.999	0.0208717	2.455609	-4.15	0.9168316	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
1098_at	0.999	0.0209201	-2.454581	-4.15	-0.9157661	THPO	thrombopoietin
34662_at	0.999	0.0209889	2.453127	-4.15	1.1036225	MINA	MYC induced nuclear antigen
40808_at	0.999	0.0211477	-2.449784	-4.15	-0.5299005	CHGA	chromogranin A
1741_s_at	0.999	0.0213107	-2.446379	-4.15	-0.9241857	IGFBP2	insulin like growth factor binding protein 2
38377_at	0.999	0.0215315	-2.441802	-4.15	-0.5235916	KAT6A	lysine acetyltransferase 6A
41255_at	0.999	0.0215404	-2.441619	-4.15	-0.9820978	ADAM22	ADAM metallopeptidase domain 22
1110_at	0.999	0.0219437	-2.433372	-4.16	-0.5156528	YME1L1	YME1 like 1 ATPase
33029_at	0.999	0.0220648	-2.430925	-4.16	-0.6259077	ALOX12B	arachidonate 12-lipoxygenase, 12R type
1541_f_at	0.999	0.0221451	-2.429308	-4.16	-0.6931605	IFNA6///IFNA5	interferon alpha 6///interferon alpha 5
1974_s_at	0.999	0.0225628	-2.420982	-4.16	-0.7010454	TP53	tumor protein p53
39882_at	0.999	0.022594	2.420366	-4.16	1.135386	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
34301_r_at	0.999	0.0225978	-2.42029	-4.16	-0.3030435	KRT17///JUP	keratin 17///junction plakoglobin
40191_s_at	0.999	0.0227623	-2.417055	-4.16	-0.3682656	CEP68	centrosomal protein 68
39496_s_at	0.999	0.0229811	-2.412786	-4.16	-0.8050726	RNFT2	ring finger protein, transmembrane 2
39719_at	0.999	0.0230312	-2.411814	-4.17	-0.8865208	POMZP3///ZP3	POM121 and ZP3 fusion///zona pellucida glycoprotein 3 (sperm receptor)
39529_at	0.999	0.0231632	-2.40926	-4.17	-0.5492283	PDLIM7	PDZ and LIM domain 7
40242_at	0.999	0.0235427	-2.401993	-4.17	-0.3530467	THOC1	THO complex 1
37909_at	0.999	0.0235442	2.401966	-4.17	0.7132257	LAMA3	laminin subunit alpha 3
38898_at	0.999	0.0236817	-2.399359	-4.17	-0.4763889		
32012_at	0.999	0.0236846	-2.399305	-4.17	-0.8451754	PCNX1	pecanex homolog 1 (Drosophila)
33346_r_at	0.999	0.0238058	-2.39702	-4.17	-0.2587673	TUBG1	tubulin gamma 1
33904_at	0.999	0.023827	-2.39662	-4.17	-0.779861	CLDN3	claudin 3
1069_at	0.999	0.0238908	2.395423	-4.17	0.8965202	PTGS2	prostaglandin-endoperoxide synthase 2
39906_r_at	0.999	0.0239186	-2.394901	-4.17	-0.9865838	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
1622_at	0.999	0.02411	2.39133	-4.17	0.7049631	MAP2K3	mitogen-activated protein kinase kinase 3
38624_at	0.999	0.0241703	-2.39021	-4.17	-0.4469239	SLC12A4	solute carrier family 12 member 4
34907_at	0.999	0.0242361	-2.38899	-4.17	-0.4020586	AATK	apoptosis associated tyrosine kinase
31475_at	0.999	0.0244714	-2.384655	-4.18	-1.0025068	TNKS	tankyrase
339_at	0.999	0.0247889	2.378866	-4.18	0.6669218	CAV2	caveolin 2
40821_at	0.999	0.0248454	-2.377842	-4.18	-0.3215938	AHCY	adenosylhomocysteinase
31442_at	0.999	0.024895	-2.376946	-4.18	-0.9010599	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5
41007_at	0.999	0.0249183	-2.376525	-4.18	-0.3326815	MYOZ3	myozenin 3
34732_at	0.999	0.0250273	2.374563	-4.18	0.5553746	KIF5B	kinesin family member 5B
31347_at	0.999	0.0252272	-2.370984	-4.18	-0.7271978	IGLC1	immunoglobulin lambda constant 1
33935_at	0.999	0.0254127	2.367686	-4.18	0.5167779	CACYBP	calcyclin binding protein
1170_at	0.999	0.0256067	-2.36426	-4.18	-0.5945658	CSF1	colony stimulating factor 1
32402_s_at	0.999	0.0256717	-2.363118	-4.18	-0.3028627	SYMPK	symplekin
35599_at	0.999	0.0257057	-2.36252	-4.18	-0.5742833	GNMT	glycine N-methyltransferase
1568_s_at	0.999	0.0257368	2.361976	-4.18	1.0344355	IFNAR2	interferon alpha and beta receptor subunit 2
32882_at	0.999	0.025983	2.357681	-4.19	0.8411989	SOAT2	sterol O-acyltransferase 2
38603_at	0.999	0.0263156	2.351939	-4.19	0.6306735	ZNF136	zinc finger protein 136
40391_at	0.999	0.0263905	-2.350656	-4.19	-0.7174646	SLC22A4	solute carrier family 22 member 4
1975_s_at	0.999	0.0264135	-2.350262	-4.19	-0.5504751	IGF1	insulin like growth factor 1
35367_at	0.999	0.026448	2.349672	-4.19	0.5337438	LGALS3	lectin, galactoside binding soluble 3
41862_at	0.999	0.0265043	2.348711	-4.19	0.5309848	NCAPD3	non-SMC condensin II complex subunit D3
1699_at	0.999	0.0266267	2.346629	-4.19	0.843994	MAP2K5	mitogen-activated protein kinase kinase 5
35849_at	0.999	0.0268793	-2.342357	-4.19	-0.2614629	JMJD6	arginine demethylase and lysine hydroxylase
37201_at	0.999	0.0269848	2.340585	-4.19	0.4367101	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
38718_at	0.999	0.027049	-2.339509	-4.19	-0.2503131	COG4	component of oligomeric golgi complex 4
33483_at	0.999	0.0272415	-2.336298	-4.19	-0.7148364	NMU	neuromedin U
1089_i_at	0.999	0.0274354	-2.333082	-4.2	-1.3949755		
37256_at	0.999	0.0275735	-2.330806	-4.2	-0.3822125	PRUNE1	prune exopolyphosphatase
36987_at	0.999	0.027643	-2.329664	-4.2	-0.3307554	LMNB2	lamin B2
36595_s_at	0.999	0.0277604	2.327741	-4.2	0.3771749	GATM	glycine amidinotransferase
1317_at	0.999	0.0278674	2.325994	-4.2	0.8617152	MST1R	macrophage stimulating 1 receptor
36838_at	0.999	0.0282308	-2.32011	-4.2	-0.8796169	KLK10	kallikrein related peptidase 10
36470_s_at	0.999	0.0283329	2.318469	-4.2	0.7742112	DTNA	dystrobrevin alpha
34749_at	0.999	0.0283592	-2.318046	-4.2	-0.5028167	SLC31A2	solute carrier family 31 member 2
34122_at	0.999	0.0284357	-2.316822	-4.2	-0.4353309	CSN2	casein beta
39922_at	0.999	0.0284591	2.316448	-4.2	0.7019218	CA5B	carbonic anhydrase 5B
40345_at	0.999	0.0285528	-2.314952	-4.2	-1.0109002	IREB2	iron responsive element binding protein 2
31479_f_at	0.999	0.0286263	-2.313782	-4.2	-0.9896008	LOC1720	dihydrofolate reductase pseudogene
41424_at	0.999	0.0287681	2.311533	-4.2	0.7901426	PON3	paraoxonase 3
38665_at	0.999	0.0287985	2.311052	-4.2	0.6727583	CFDP1	craniofacial development protein 1
36222_at	0.999	0.0288261	-2.310616	-4.2	-0.3695241	LY6G6C	lymphocyte antigen 6 complex, locus G6C
34542_at	0.999	0.028892	-2.309576	-4.2	-0.7665543	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
38117_at	0.999	0.0289102	-2.30929	-4.2	-0.3251545	SEC24C	SEC24 homolog C, COPII coat complex component
34640_at	0.999	0.0292837	-2.30344	-4.21	-0.5369019	HNF1A	HNF1 homeobox A
492_g_at	0.999	0.029315	2.302953	-4.21	0.9064418	PTPRG	protein tyrosine phosphatase, receptor type G
33390_at	0.999	0.0293999	-2.301634	-4.21	-0.781852	CD68	CD68 molecule
37838_at	0.999	0.0296067	-2.298435	-4.21	-0.5482334	F12	coagulation factor XII
894_g_at	0.999	0.0297037	-2.296942	-4.21	-0.2699968	UBE2S	ubiquitin conjugating enzyme E2 S
34450_at	0.999	0.0297697	2.295928	-4.21	0.9234021	GUCY2C	guanylate cyclase 2C
31596_f_at	0.999	0.0298744	-2.294324	-4.21	-0.2581809	GUSBP11	glucuronidase, beta pseudogene 11
38369_at	0.999	0.0299256	2.293542	-4.21	0.632328	MYD88	myeloid differentiation primary response 88
34209_at	0.999	0.0300592	-2.291507	-4.21	-0.6332542	ITPKC	inositol-trisphosphate 3-kinase C
41359_at	0.999	0.0301476	-2.290164	-4.21	-0.6655164	PKP3	plakophilin 3
31958_i_at	0.999	0.0303679	-2.286834	-4.21	-0.7320008		
36423_at	0.999	0.0304704	2.285292	-4.21	0.6005892	NUPR1	nuclear protein 1, transcriptional regulator
1270_at	0.999	0.0306367	-2.282801	-4.21	-0.3949794	RAP1GAP	RAP1 GTPase activating protein
35333_r_at	0.999	0.0307459	2.28117	-4.22	0.9632086	IL33	interleukin 33
36038_r_at	0.999	0.0308248	2.279997	-4.22	0.7315052	SPTB	spectrin beta, erythrocytic
1582_at	0.999	0.0308315	2.279898	-4.22	0.8859341	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5
34635_at	0.999	0.0309507	-2.278129	-4.22	-0.7225149	HTR7	5-hydroxytryptamine receptor 7
639_s_at	0.999	0.0309722	-2.277811	-4.22	-0.8511984	TCEB3	transcription elongation factor B subunit 3
31346_at	0.999	0.0312576	-2.273604	-4.22	-0.6604482	DUX1	double homeobox 1
40394_at	0.999	0.0312998	-2.272986	-4.22	-0.5328707	GGCX	gamma-glutamyl carboxylase
