ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8159692	0.1033	1.00e-04	-4.14639794	1.1255	-1.52e-01	ARRDC1	arrestin domain containing 1
8089926	0.1033	1.06e-04	-4.12980125	1.0773	-2.38e-01		
7977611	0.1033	1.10e-04	-4.11932105	1.0469	-2.50e-01		
8036589	0.1033	1.10e-04	4.11852498	1.0446	2.49e-01		
7896226	0.1033	1.12e-04	4.11525153	1.0351	4.98e-01		
8144512	0.1049	1.17e-04	4.10288658	0.9993	2.16e-01		
7894926	0.1053	1.20e-04	-4.09401625	0.9737	-1.60e-01		
7895603	0.1071	1.26e-04	4.07968937	0.9323	3.82e-01		
7979127	0.1071	1.30e-04	4.07200953	0.9102	1.92e-01		
8149273	0.1071	1.35e-04	-4.05965152	0.8746	-3.34e-01		
8011850	0.1071	1.44e-04	-4.041628	0.8229	-1.30e-01	C1QBP	complement C1q binding protein
7896112	0.1071	1.45e-04	-4.03796076	0.8124	-2.72e-01		
7950117	0.1071	1.51e-04	4.0270993	0.7812	2.73e-01		
8074972	0.1071	1.51e-04	-4.02706035	0.7811	-1.87e-01	GSTTP2///GSTTP1	glutathione S-transferase theta pseudogene 2///glutathione S-transferase theta pseudogene 1
7900609	0.1071	1.55e-04	-4.02002142	0.761	-1.44e-01	ERMAP	erythroblast membrane associated protein (Scianna blood group)
7940891	0.1071	1.56e-04	-4.01784908	0.7548	-1.43e-01	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
8112801	0.1071	1.56e-04	4.01683093	0.7519	2.52e-01		
8133900	0.1071	1.59e-04	4.01209799	0.7383	2.18e-01		
8094355	0.1071	1.64e-04	4.00270533	0.7115	3.05e-01		
7946167	0.1071	1.64e-04	-4.00240609	0.7107	-1.85e-01	HPX	hemopexin
8143365	0.1092	1.76e-04	3.98167752	0.6516	2.98e-01		
8138795	0.1092	1.82e-04	3.97244891	0.6254	3.22e-01		
7914235	0.1092	1.83e-04	-3.97034443	0.6194	-9.06e-02	SRSF4	serine and arginine rich splicing factor 4
8088846	0.1092	1.83e-04	3.96959762	0.6173	1.98e-01		
8014812	0.1092	1.84e-04	-3.96901599	0.6156	-1.46e-01	STAC2	SH3 and cysteine rich domain 2
7892556	0.1108	1.93e-04	-3.95500355	0.5759	-1.14e-01		
8156024	0.1108	2.00e-04	-3.9440407	0.5448	-2.27e-01		
8075458	0.1108	2.00e-04	-3.94383577	0.5443	-1.51e-01		
8062286	0.1108	2.06e-04	-3.93544393	0.5205	-1.16e-01	AAR2	AAR2 splicing factor homolog
8016429	0.1108	2.07e-04	3.93304644	0.5137	2.32e-01		
8180315	0.1108	2.17e-04	-3.91908141	0.4743	-1.91e-01	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
8100290	0.1108	2.20e-04	3.91467345	0.4619	2.78e-01		
8147079	0.1108	2.21e-04	3.91341072	0.4583	1.96e-01	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
8160317	0.1108	2.23e-04	3.91139826	0.4527	1.60e-01		
8073816	0.1108	2.26e-04	-3.90664478	0.4393	-1.46e-01	MIRLET7BHG	MIRLET7B host gene
7894797	0.1108	2.26e-04	3.90660599	0.4392	3.73e-01		
8007501	0.1108	2.28e-04	3.90506137	0.4348	2.63e-01		
8103374	0.1108	2.30e-04	3.90173355	0.4255	1.82e-01		
8075691	0.1108	2.34e-04	-3.89697676	0.4121	-1.64e-01	RPL41P5///RPL41///RPL41	ribosomal protein L41 pseudogene 5///ribosomal protein L41///ribosomal protein L41
7978534	0.1108	2.36e-04	3.89373173	0.403	2.18e-01		
8078832	0.1108	2.40e-04	3.88899055	0.3897	2.53e-01		
7914555	0.1108	2.43e-04	-3.88574781	0.3806	-2.03e-01		
7989195	0.1108	2.49e-04	-3.8780624	0.359	-1.66e-01		
8037037	0.1108	2.50e-04	-3.87748484	0.3574	-1.54e-01	ATP5SL	ATP5S like
8084126	0.1109	2.56e-04	3.86989757	0.3362	1.40e-01		
8061364	0.1109	2.58e-04	-3.86755393	0.3296	-1.54e-01	RPL41P5///RPL41///RPL41	ribosomal protein L41 pseudogene 5///ribosomal protein L41///ribosomal protein L41
8163000	0.1109	2.63e-04	3.86147645	0.3126	2.60e-01		
7920659	0.1109	2.66e-04	-3.85867462	0.3048	-1.58e-01	KRTCAP2	keratinocyte associated protein 2
7927031	0.1109	2.69e-04	3.85552809	0.296	2.99e-01		
8039294	0.1109	2.70e-04	-3.85422005	0.2923	-1.35e-01	GP6	glycoprotein VI platelet
8014861	0.1118	2.75e-04	3.84793837	0.2748	2.69e-01		
8004506	0.1135	2.83e-04	-3.83975415	0.252	-2.84e-01	SNORA48///EIF4A1	small nucleolar RNA, H/ACA box 48///eukaryotic translation initiation factor 4A1
7895652	0.114	2.88e-04	3.83467932	0.2378	1.70e-01		
7895165	0.115	2.96e-04	3.82656424	0.2153	2.40e-01		
8085052	0.115	2.98e-04	3.82450469	0.2095	3.48e-01		
8087236	0.115	3.00e-04	-3.82154665	0.2013	-1.24e-01	DALRD3	DALR anticodon binding domain containing 3
7948879	0.1178	3.13e-04	3.80927159	0.1672	1.81e-01		
7948211	0.1178	3.15e-04	-3.80705322	0.1611	-1.90e-01	SSRP1	structure specific recognition protein 1
7945648	0.1178	3.19e-04	-3.80339135	0.1509	-1.64e-01	KRTAP5-2	keratin associated protein 5-2
7944525	0.1178	3.24e-04	3.79881561	0.1383	1.55e-01		
8001750	0.1178	3.25e-04	-3.79743168	0.1344	-1.23e-01	SLC38A7	solute carrier family 38 member 7
8174246	0.119	3.33e-04	-3.79045731	0.1151	-1.37e-01	RAB40A	RAB40A, member RAS oncogene family
8156358	0.119	3.36e-04	3.78757619	0.1072	2.23e-01		
8102606	0.1216	3.54e-04	-3.77205195	0.0643	-2.84e-01		
7896316	0.1216	3.54e-04	3.77176443	0.0635	5.76e-01		
8056045	0.1216	3.54e-04	3.77156388	0.063	1.92e-01		
8071737	0.1239	3.65e-04	-3.76271711	0.0386	-1.87e-01	MIF///MIF-AS1///MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)///MIF antisense RNA 1///macrophage migration inhibitory factor (glycosylation-inhibiting factor)
8096077	0.1309	3.89e-04	3.74289099	-0.0159	2.25e-01		
8048551	0.1414	4.29e-04	-3.71307585	-0.0976	-1.10e-01	SPEG	SPEG complex locus
8068593	0.1414	4.29e-04	-3.71292881	-0.098	-2.20e-01	ETS2	ETS proto-oncogene 2, transcription factor
8161171	0.1439	4.41e-04	-3.70460834	-0.1207	-2.46e-01		
7893152	0.1439	4.49e-04	3.69906722	-0.1358	1.98e-01		
7894416	0.1439	4.52e-04	-3.69678925	-0.142	-1.84e-01		
7965467	0.1439	4.59e-04	-3.69229168	-0.1542	-1.70e-01	RPL41///RPL41	ribosomal protein L41///ribosomal protein L41
7982129	0.1439	4.59e-04	-3.69229168	-0.1542	-1.70e-01	RPL41///RPL41	ribosomal protein L41///ribosomal protein L41
8036151	0.1439	4.62e-04	-3.68991548	-0.1607	-1.51e-01	HSPB6	heat shock protein family B (small) member 6
7894039	0.1497	4.86e-04	3.67474917	-0.2019	2.03e-01		
7894104	0.1516	4.96e-04	-3.66810916	-0.2199	-1.52e-01		
8042219	0.1523	5.03e-04	-3.66382154	-0.2316	-2.58e-01		
8028380	0.159	5.37e-04	-3.64332138	-0.287	-1.43e-01	PSMD8	proteasome 26S subunit, non-ATPase 8
8175531	0.159	5.47e-04	3.63811023	-0.3011	7.98e-01	CDR1	cerebellar degeneration related protein 1
7894976	0.159	5.47e-04	3.6377863	-0.3019	1.87e-01		
8105432	0.159	5.47e-04	-3.63771221	-0.3021	-1.52e-01	RPL41P5///RPL41///RPL41	ribosomal protein L41 pseudogene 5///ribosomal protein L41///ribosomal protein L41
7898112	0.159	5.49e-04	-3.63666393	-0.305	-2.17e-01	TMEM51-AS1	TMEM51 antisense RNA 1
8141517	0.16	5.58e-04	-3.63175901	-0.3182	-1.24e-01	PPP1R35	protein phosphatase 1 regulatory subunit 35
8031939	0.16	5.62e-04	-3.62938817	-0.3246	-1.21e-01	ZNF584	zinc finger protein 584
7895235	0.1629	5.79e-04	3.62010608	-0.3496	1.78e-01		
7941985	0.1629	5.82e-04	-3.61833841	-0.3543	-1.45e-01	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3
7970563	0.1629	5.88e-04	3.61521144	-0.3627	1.80e-01		
8131867	0.1629	5.94e-04	3.61242336	-0.3702	2.23e-01		
7996241	0.1629	6.05e-04	-3.60657792	-0.3859	-1.51e-01	SETD6	SET domain containing 6
7894891	0.1629	6.08e-04	-3.60505934	-0.39	-3.33e-01		
7895669	0.1629	6.11e-04	3.60357442	-0.394	2.86e-01		
8153363	0.1629	6.12e-04	-3.60305167	-0.3954	-1.75e-01	CYP11B1	cytochrome P450 family 11 subfamily B member 1
8033899	0.1663	6.29e-04	-3.59408029	-0.4194	-1.12e-01	EIF3G	eukaryotic translation initiation factor 3 subunit G
7894307	0.1684	6.46e-04	-3.58571107	-0.4418	-1.01e-01		
8030362	0.1684	6.47e-04	-3.58528591	-0.4429	-2.29e-01	SNORD33	small nucleolar RNA, C/D box 33
7973613	0.1705	6.60e-04	-3.57900651	-0.4597	-1.30e-01	RNF31	ring finger protein 31
7900603	0.1711	6.68e-04	-3.57538796	-0.4694	-1.93e-01	LOC100129924	uncharacterized LOC100129924
7947915	0.1716	6.75e-04	3.57218109	-0.4779	1.33e-01		
8042942	0.1776	7.04e-04	-3.55894848	-0.5132	-2.35e-01	HK2	hexokinase 2
8104305	0.1796	7.22e-04	-3.55112638	-0.534	-1.92e-01		
7935780	0.1796	7.26e-04	-3.54933124	-0.5387	-1.32e-01	SEC31B	SEC31 homolog B, COPII coat complex component
8116070	0.1796	7.31e-04	-3.54719608	-0.5444	-1.51e-01	PDLIM7	PDZ and LIM domain 7
7981425	0.1796	7.34e-04	-3.5459185	-0.5478	-1.83e-01		
8146353	0.1799	7.49e-04	3.53939023	-0.5651	1.91e-01		
7994518	0.1799	7.58e-04	-3.53568774	-0.5749	-1.04e-01	SPNS1	sphingolipid transporter 1 (putative)
8027018	0.1799	7.59e-04	-3.53521175	-0.5762	-9.27e-02	KXD1	KxDL motif containing 1
8088634	0.1799	7.62e-04	3.53417158	-0.5789	2.98e-01		
8180254	0.1799	7.62e-04	-3.53406675	-0.5792	-1.34e-01	KRTAP5-8	keratin associated protein 5-8
8036686	0.1808	7.72e-04	-3.52996627	-0.5901	-1.40e-01	FBXO17	F-box protein 17
8011077	0.1808	7.78e-04	-3.52721333	-0.5974	-8.14e-02	PITPNA	phosphatidylinositol transfer protein alpha
8140371	0.1808	7.93e-04	-3.52150007	-0.6125	-1.19e-01	TMEM120A	transmembrane protein 120A
7981488	0.1808	7.93e-04	-3.52130001	-0.613	-1.39e-01	TMEM179	transmembrane protein 179
8071717	0.1808	8.02e-04	-3.5177634	-0.6223	-1.58e-01	RGL4	ral guanine nucleotide dissociation stimulator like 4
7916667	0.1808	8.03e-04	3.51735018	-0.6234	2.74e-01		
7893125	0.1808	8.03e-04	-3.51723137	-0.6237	-2.75e-01		
7987308	0.1808	8.16e-04	3.51229212	-0.6368	1.66e-01		
7892550	0.1808	8.17e-04	-3.51198787	-0.6376	-2.02e-01		
7972253	0.1808	8.24e-04	-3.50903746	-0.6454	-1.95e-01		
8113358	0.1808	8.33e-04	-3.50592042	-0.6536	-1.67e-01	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
7893647	0.1808	8.39e-04	-3.50332247	-0.6604	-1.41e-01		
7961420	0.1808	8.41e-04	3.50257309	-0.6624	1.83e-01		
7911108	0.1808	8.44e-04	3.50164607	-0.6648	2.10e-01		
8095341	0.1808	8.47e-04	-3.50046003	-0.668	-2.25e-01		
8022644	0.1813	8.55e-04	3.49755037	-0.6756	2.30e-01		
7895971	0.1824	8.69e-04	3.49232682	-0.6894	2.07e-01		
8139458	0.1824	8.71e-04	-3.49157697	-0.6913	-2.26e-01		
7896007	0.1831	8.80e-04	-3.4883594	-0.6998	-9.45e-02		
8052370	0.1872	9.05e-04	3.47937963	-0.7233	1.67e-01		
8019005	0.1882	9.19e-04	-3.47461725	-0.7358	-1.70e-01	RBFOX3	RNA binding protein, fox-1 homolog 3
8010287	0.1882	9.21e-04	-3.47374583	-0.7381	-1.37e-01	C1QTNF1	C1q and tumor necrosis factor related protein 1
7908730	0.1889	9.34e-04	3.46924714	-0.7499	1.81e-01	RNU6-501P	RNA, U6 small nuclear 501, pseudogene
8148309	0.1889	9.38e-04	3.46806934	-0.753	2.04e-01		
8097096	0.1889	9.42e-04	3.46669228	-0.7566	1.69e-01		
8057819	0.1904	9.55e-04	3.46227372	-0.7681	2.22e-01		
7973900	0.1907	9.62e-04	3.45983485	-0.7745	3.28e-01	IGBP1P1	immunoglobulin (CD79A) binding protein 1 pseudogene 1
8110930	0.1917	9.73e-04	3.45622204	-0.7839	2.09e-01		
8137257	0.1922	9.85e-04	-3.45229519	-0.7942	-2.63e-01	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
8137336	0.1922	9.87e-04	-3.45175198	-0.7956	-1.18e-01	ASIC3	acid sensing ion channel subunit 3
7895802	0.1925	9.95e-04	3.44927205	-0.8021	2.53e-01		
7923317	0.1966	1.03e-03	-3.43892122	-0.829	-1.68e-01	ASCL5	achaete-scute family bHLH transcription factor 5
7921667	0.1966	1.03e-03	-3.43742435	-0.8329	-1.73e-01	CD48	CD48 molecule
8074988	0.1966	1.03e-03	-3.43703241	-0.834	-1.90e-01	GSTTP2///GSTTP1	glutathione S-transferase theta pseudogene 2///glutathione S-transferase theta pseudogene 1
7992379	0.1978	1.05e-03	-3.43277742	-0.845	-1.05e-01	EME2	essential meiotic structure-specific endonuclease subunit 2
7893726	0.1978	1.06e-03	3.42971308	-0.853	1.93e-01		
8180355	0.1978	1.06e-03	-3.42809956	-0.8572	-1.67e-01	RPLP1	ribosomal protein lateral stalk subunit P1
8086899	0.1978	1.07e-03	-3.42685755	-0.8604	-2.06e-01	NME6	NME/NM23 nucleoside diphosphate kinase 6
7989144	0.1978	1.07e-03	3.42600036	-0.8626	3.38e-01		
8007673	0.1986	1.08e-03	-3.42293804	-0.8706	-1.56e-01	DBF4B	DBF4 zinc finger B
8134789	0.1993	1.09e-03	-3.41999705	-0.8782	-1.71e-01	STAG3L5P-PVRIG2P-PILRB///PILRB	STAG3L5P-PVRIG2P-PILRB readthrough///paired immunoglobin-like type 2 receptor beta
7916743	0.2058	1.13e-03	3.40790865	-0.9095	1.70e-01		
8002937	0.2065	1.15e-03	-3.40395209	-0.9197	-1.36e-01		
8027665	0.2065	1.15e-03	-3.40287516	-0.9225	-1.03e-01	WTIP	Wilms tumor 1 interacting protein
7900409	0.2065	1.15e-03	-3.40159532	-0.9258	-1.69e-01	TMCO2	transmembrane and coiled-coil domains 2
7964699	0.2069	1.17e-03	-3.3970966	-0.9375	-1.50e-01		
7901852	0.2069	1.18e-03	3.39401843	-0.9454	2.12e-01		
8108568	0.2069	1.19e-03	-3.39259984	-0.9491	-1.20e-01	IK	IK cytokine, down-regulator of HLA II
8088908	0.2069	1.19e-03	3.39178125	-0.9512	2.61e-01		
8149281	0.2069	1.20e-03	3.38793083	-0.9611	3.42e-01		
7894136	0.2069	1.21e-03	-3.38518692	-0.9682	-1.93e-01		
8009299	0.2069	1.23e-03	-3.38063441	-0.9799	-2.03e-01		
8017251	0.2069	1.24e-03	3.3785498	-0.9853	2.21e-01		
7894738	0.2069	1.25e-03	3.37583069	-0.9922	5.21e-01		
8010848	0.2069	1.25e-03	-3.37494246	-0.9945	-1.01e-01	TBCD	tubulin folding cofactor D
8005753	0.2069	1.25e-03	3.37463749	-0.9953	3.12e-01		
8012150	0.2069	1.26e-03	-3.37394851	-0.9971	-9.62e-02	GPS2	G protein pathway suppressor 2
7896599	0.2069	1.26e-03	-3.37222732	-1.0015	-1.56e-01		
7982020	0.2069	1.27e-03	3.3708516	-1.005	2.35e-01	SNORD115-7///SNRPN	small nucleolar RNA, C/D box 115-7///small nuclear ribonucleoprotein polypeptide N
8068610	0.2069	1.27e-03	3.37041349	-1.0062	3.19e-01		
7950862	0.2069	1.27e-03	-3.37015572	-1.0068	-1.99e-01		
7975626	0.2069	1.28e-03	-3.36789645	-1.0126	-1.44e-01		
7967870	0.2069	1.28e-03	3.3671038	-1.0147	2.11e-01		
7893017	0.2069	1.28e-03	3.36688408	-1.0152	2.79e-01		
8177938	0.2069	1.29e-03	-3.36599963	-1.0175	-1.71e-01	PSORS1C1	psoriasis susceptibility 1 candidate 1
8030978	0.2069	1.29e-03	3.36547141	-1.0189	2.22e-01	ZNF845	zinc finger protein 845
7986442	0.2069	1.29e-03	-3.36481216	-1.0205	-2.42e-01		
7894009	0.2072	1.30e-03	3.36210358	-1.0275	2.72e-01		
7910146	0.2072	1.31e-03	-3.36121426	-1.0298	-1.46e-01	PSEN2	presenilin 2
8141728	0.2073	1.31e-03	-3.35942017	-1.0344	-1.46e-01	IFT22	intraflagellar transport 22
8071768	0.2084	1.34e-03	-3.35315814	-1.0504	-1.42e-01	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
7972748	0.2084	1.34e-03	-3.35204725	-1.0533	-1.79e-01		
7893660	0.2084	1.35e-03	3.35114091	-1.0556	2.01e-01		
8104611	0.2084	1.35e-03	-3.3497216	-1.0592	-1.61e-01		
8128939	0.2084	1.36e-03	-3.34914256	-1.0607	-1.75e-01	TRAF3IP2	TRAF3 interacting protein 2
7937257	0.2084	1.36e-03	-3.34868061	-1.0619	-1.20e-01	SCGB1C2///SCGB1C1	secretoglobin family 1C member 2///secretoglobin family 1C member 1
8062237	0.2114	1.38e-03	-3.3422985	-1.0782	-1.21e-01	CNBD2	cyclic nucleotide binding domain containing 2
8016607	0.2114	1.39e-03	3.34099571	-1.0815	1.43e-01		
7970674	0.212	1.40e-03	-3.33856983	-1.0877	-1.32e-01		
7896376	0.2122	1.41e-03	-3.33677929	-1.0923	-1.50e-01		
7930179	0.2127	1.42e-03	3.33452377	-1.098	2.51e-01		
7894431	0.2135	1.44e-03	-3.32970815	-1.1103	-1.16e-01		
7895805	0.2135	1.44e-03	3.32885656	-1.1125	2.44e-01		
8072353	0.2135	1.45e-03	-3.32718665	-1.1167	-1.50e-01	LOC646513	VLGN1945
7905233	0.2135	1.45e-03	-3.32646961	-1.1185	-1.39e-01	ADAMTSL4	ADAMTS like 4
8131707	0.2135	1.46e-03	3.32432372	-1.124	1.59e-01		
7983525	0.2135	1.47e-03	3.32254055	-1.1285	1.50e-01		
7982082	0.2135	1.47e-03	3.32208703	-1.1297	1.78e-01	SNORD115-38	small nucleolar RNA, C/D box 115-38
8124926	0.2135	1.47e-03	-3.32172952	-1.1306	-9.53e-02	ATP6V1G2-DDX39B///DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)///DEAD-box helicase 39B
8044684	0.215	1.49e-03	3.31790538	-1.1403	2.43e-01		
8110018	0.215	1.51e-03	3.31483017	-1.1481	1.64e-01	RPL26L1	ribosomal protein L26 like 1
7895601	0.215	1.51e-03	3.31444205	-1.1491	1.63e-01		
7896670	0.215	1.51e-03	3.31307853	-1.1526	1.85e-01		
8115978	0.215	1.52e-03	-3.31245331	-1.1542	-1.21e-01	UIMC1	ubiquitin interaction motif containing 1
7894535	0.2165	1.53e-03	-3.30872352	-1.1636	-1.05e-01		
8098163	0.2188	1.56e-03	3.30385452	-1.176	2.44e-01		
7978123	0.2194	1.57e-03	-3.30090546	-1.1834	-1.98e-01	PSME2	proteasome activator subunit 2
8069822	0.2194	1.57e-03	-3.30020284	-1.1852	-1.52e-01	KRTAP19-1	keratin associated protein 19-1
7893557	0.2198	1.58e-03	3.29820149	-1.1903	2.22e-01		
7922754	0.2214	1.60e-03	3.29445697	-1.1998	1.61e-01		
8071392	0.2223	1.62e-03	-3.29180637	-1.2065	-9.43e-02	MED15	mediator complex subunit 15
8012043	0.2223	1.62e-03	-3.29049931	-1.2098	-1.02e-01	ASGR1	asialoglycoprotein receptor 1
8005433	0.2227	1.63e-03	-3.28856298	-1.2147	-1.58e-01		
8118498	0.2231	1.64e-03	-3.28599595	-1.2211	-1.22e-01	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2
7983512	0.2231	1.65e-03	-3.28506488	-1.2235	-2.39e-01	SQRDL	sulfide quinone reductase-like (yeast)
7893594	0.2231	1.66e-03	3.28386447	-1.2265	1.84e-01		
8180382	0.2246	1.68e-03	-3.27878132	-1.2393	-1.09e-01	KRTAP5-7	keratin associated protein 5-7
7894256	0.2246	1.69e-03	3.27671601	-1.2446	1.61e-01		
7894183	0.2246	1.70e-03	-3.27528739	-1.2482	-2.07e-01		
7893548	0.2246	1.71e-03	-3.27378878	-1.2519	-3.77e-01		
8098762	0.2246	1.71e-03	-3.27276345	-1.2545	-1.20e-01	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E
8152900	0.2246	1.71e-03	-3.27261854	-1.2549	-2.81e-01		
7942912	0.2246	1.71e-03	3.27254046	-1.2551	1.96e-01		
8172193	0.2265	1.74e-03	3.26708497	-1.2688	1.58e-01		
8089255	0.2265	1.75e-03	3.26611929	-1.2712	2.52e-01		
7896450	0.2265	1.75e-03	-3.26580057	-1.272	-2.32e-01		
7907051	0.2272	1.77e-03	-3.26255553	-1.2802	-2.03e-01		
7989725	0.2272	1.78e-03	-3.25898138	-1.2892	-8.41e-02	PDCD7	programmed cell death 7
8071371	0.2272	1.79e-03	-3.2576603	-1.2925	-1.97e-01		
8071543	0.2272	1.79e-03	-3.2576603	-1.2925	-1.97e-01		
8074746	0.2272	1.79e-03	-3.2576603	-1.2925	-1.97e-01		
8132617	0.2272	1.80e-03	-3.25694642	-1.2943	-9.44e-02	ZMIZ2	zinc finger MIZ-type containing 2
8090448	0.2272	1.81e-03	-3.25520936	-1.2986	-1.23e-01	RUVBL1///RUVBL1	RuvB like AAA ATPase 1///RuvB like AAA ATPase 1
7896396	0.2272	1.81e-03	3.25425079	-1.301	4.82e-01		
8140424	0.2272	1.81e-03	-3.25344135	-1.3031	-1.20e-01	SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1
7992439	0.2274	1.83e-03	-3.25052733	-1.3104	-1.19e-01	GFER	growth factor, augmenter of liver regeneration
8021199	0.2274	1.84e-03	-3.24938626	-1.3132	-1.79e-01	MAPK4	mitogen-activated protein kinase 4
8082517	0.2274	1.85e-03	-3.24762579	-1.3176	-1.52e-01	H1FX-AS1	H1FX antisense RNA 1
7893966	0.2274	1.85e-03	-3.24686454	-1.3195	-1.57e-01		
7893150	0.2274	1.86e-03	3.24480627	-1.3247	3.23e-01		
7894298	0.2274	1.87e-03	3.243705	-1.3274	2.81e-01		
7893645	0.2274	1.87e-03	3.24318681	-1.3287	3.18e-01		
8028991	0.2274	1.87e-03	-3.24303736	-1.3291	-1.09e-01	CYP2S1	cytochrome P450 family 2 subfamily S member 1
7906194	0.2274	1.89e-03	-3.23968317	-1.3375	-1.33e-01	GPATCH4	G-patch domain containing 4
7927643	0.2274	1.89e-03	-3.23931483	-1.3384	-1.59e-01		
7900585	0.2274	1.90e-03	-3.23763187	-1.3426	-9.49e-02	YBX1	Y-box binding protein 1
8079772	0.2274	1.91e-03	-3.23618908	-1.3462	-1.09e-01	APEH	acylaminoacyl-peptide hydrolase
8070169	0.2274	1.91e-03	3.23607756	-1.3465	1.67e-01		
7894822	0.2274	1.92e-03	-3.2352861	-1.3485	-2.35e-01		
8177079	0.2274	1.92e-03	-3.23498528	-1.3492	-1.38e-01		
8132830	0.2316	1.96e-03	3.2275928	-1.3677	2.44e-01		
8168678	0.2334	1.98e-03	3.22385384	-1.377	2.08e-01	FAM133A	family with sequence similarity 133 member A
7893449	0.2365	2.02e-03	-3.21837051	-1.3907	-1.15e-01		
8074569	0.2374	2.04e-03	-3.21420053	-1.4011	-1.15e-01	GGT2///GGTLC2///GGT3P///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1
7914834	0.2374	2.05e-03	-3.21267217	-1.4049	-9.85e-02	PSMB2	proteasome subunit beta 2
8153652	0.2374	2.05e-03	-3.21248845	-1.4053	-8.35e-02	SHARPIN	SHANK associated RH domain interactor
8038809	0.2374	2.07e-03	-3.20905966	-1.4138	-1.59e-01	NKG7	natural killer cell granule protein 7
8095251	0.2374	2.08e-03	-3.20873665	-1.4146	-1.54e-01	THEGL	theg spermatid protein-like
